#小鹤音形文本码表for PC搜狗拼音自定义短语
#用户许可协议：
#1.何海峰为“小鹤双拼、小鹤音形”输入方案的作者。
#2.本码表受著作权保护，只限您私人使用，不得修改和发布。
#3.未经授权，不得将本码表用于商业用途。
#著作权人：何海峰
#官方网站：flypy.com   QQ群：182883808
#本表贴入搜狗拼音自定义短语使用
jike,1=即可
yxrm,1=饮血茹毛
yxru,1=游戏人生
yxsd,1=预选赛
yxst,1=英雄所见略同
yxtj,1=一席谈
yxtk,1=异想天开
yxui,1=一小时
yxuw,1=游行示威
yxud,1=因小失大
yxuh,1=有些时候
yxuk,1=印象深刻
yxug,1=疑心生暗鬼
yxuq,1=有些事情
yxuj,1=因循守旧
yxuc,1=一息尚存
yxvs,1=印象中
yxvd,1=一席之地
yxvv,1=一笑置之
yxvj,1=一夕之间
yxvu,1=一心只读圣贤书
yxvy,1=言下之意
yxwu,1=一下午
yxwl,1=有心无力
yxwt,1=有些问题
yxws,1=云消雾散
yxxk,1=有效性
yxwd,1=英雄无用武之地
yxxx,1=异性相吸
yxyi,1=一向以
yxyr,1=有血有肉
yxys,1=烟消云散
yxyu,1=越陷越深
yxyv,1=言行一致
yxyy,1=一心一意
yxzi,1=一下子
yxzr,1=有限责任
yxzs,1=有限责任公司
yybb,1=原原本本
yybd,1=源源不断
yybf,1=一言不发
yybh,1=一言不合
yybj,1=犹豫不决
yybu,1=依依不舍
yybx,1=语焉不详
yyby,1=一言半语
yycc,1=郁郁葱葱
yyci,1=有一次
yycd,1=云彩
yycg,1=云层
yych,1=蕴藏
yydc,1=晕倒
yydm,1=有一点
yydd,1=有一点点
yydg,1=泱泱大国
yydi,1=运抵
yydl,1=以逸待劳
yydn,1=由易到难
yydo,1=云朵
yydp,1=一语道破
yydr,1=云端
yyds,1=运动
yydu,1=一衣带水
yydy,1=洋洋得意
yydz,1=熨斗
yydh,1=愿意的话
yydj,1=运单
yyeu,1=应运而生
yyer,1=一拥而入
yyej,1=一饮而尽
yyev,1=郁郁而终
yyex,1=一跃而下
yyeq,1=一跃而起
yyf,1=一月份
yyfl,1=一夜风流
yyfu,1=孕妇
yyfw,1=运费
yyff,1=淫雨霏霏
yygj,1=优越感
yygh,1=郁郁寡欢
yygq,1=阴阳怪气
yygv,1=艳阳高照
yygw,1=一一过问
yygx,1=一意孤行
yygg,1=蝇营狗苟
yyh,1=馧
yyhj,1=蕴含
yyhd,1=云海
yyhe,1=运河
yyhh,1=摇摇晃晃
yyhw,1=意欲何为
yyhl,1=依样画葫芦
yyht,1=一氧化碳
yyhv,1=妖言惑众
yyhy,1=以牙还牙
yyif,1=匀称
yyie,1=晕车
yyic,1=运钞
yyig,1=运程
yyii,1=一语成谶
yyij,1=囿于成见
yyir,1=晕船
yyiz,1=运筹
yyim,1=一夜成名
yyiw,1=一跃成为
yyj,1=有意见
yyjm,1=孕检
yyjc,1=油盐酱醋
yyjd,1=一言九鼎
yyji,1=一言既出
yyjq,1=一应俱全
yyjr,1=夜以继日
yyjt,1=样样精通
yyjh,1=因缘际会
yyjy,1=应有尽有
yyjx,1=预言家
yyjv,1=营养价值
yykn,1=也有可能
yyle,1=晕了
yyli,1=源远流长
yylj,1=严以律己
yylo,1=陨落
yylr,1=余音缭绕
yylt,1=银样镴枪头
yylv,1=韵律
yylx,1=遥遥领先
yylb,1=有一利必有一弊
yymu,1=韵母
yymb,1=阴云密布
yymk,1=殒命
yynj,1=云南
yynl,1=酝酿
yynn,1=余音袅袅
yyno,1=允诺
yynu,1=愠怒
yypb,1=韵频
yypj,1=云盘
yypd,1=一语破的
yypk,1=熨平
yyqc,1=隐约其辞
yyqi,1=运气
yyqj,1=玉液琼浆
yyqk,1=一夜情
yyqt,1=云雀
yyqq,1=运球
yyqf,1=艳压群芳
yyqh,1=因缘巧合
yyrf,1=有缘人
yyrl,1=余音绕梁
yyry,1=与有荣焉
yyse,1=愠色
yysi,1=晕死
yysr,1=运算
yyss,1=运送
yysu,1=匀速
yytm,1=有一天
yytc,1=有一套
yyth,1=熨烫
yyti,1=云梯
yyty,1=云吞
yytv,1=冤有头，债有主
yyug,1=一语双关
yyuy,1=有一说一
yyuh,1=熠熠生辉
yyui,1=陨石
yyuu,1=运输
yyvd,1=一语中的
yyvy,1=允准
yyve,1=养育之恩
yyvs,1=有一种
yyvz,1=有一阵子
yyvg,1=匀整
yyvi,1=韵致
yyvj,1=一夜之间
yyvm,1=一叶障目
yyvq,1=一叶知秋
yyvr,1=运转
yyvu,1=芸芸众生
yyvv,1=营业执照
yywf,1=有缘无分
yywa,1=引以为傲
yywd,1=一言为定
yywe,1=有一无二
yywh,1=运往
yywi,1=引以为耻
yywj,1=意犹未尽
yywm,1=有勇无谋
yywq,1=遥遥无期
yywu,1=云雾
yywv,1=有眼无珠
yyww,1=韵味
yywy,1=有意无意
yyxb,1=冤冤相报
yyx,1=优越性
yyxp,1=晕血
yyxd,1=遥遥相对
yyxk,1=运行
yyxn,1=云霄
yyxr,1=晕眩
yyxu,1=允许
yyxx,1=云霞
yyxy,1=牙牙学语
yyxv,1=鱼与熊掌
yyyj,1=云烟
yyyk,1=运营
yyyl,1=愈演愈烈
yyys,1=运用
yyyt,1=燕语莺啼
yyyu,1=孕育
yyym,1=有勇有谋
yyyv,1=欲言又止
yyyx,1=奄奄一息
yyyy,1=隐隐约约
yyyz,1=云游
yyyd,1=有氧运动
yyyb,1=溢于言表
yyzd,1=运载
yyze,1=言犹在耳
yyzo,1=运作
yyzr,1=运用自如
yyzt,1=隐隐作痛
yyzx,1=有言在先
yyzz,1=运走
yzai,1=友爱
yzan,1=幽暗
yzbc,1=邮包
yzbh,1=友邦
yzbi,1=一字不差
yzbk,1=有病
yzbl,1=一字不漏
yzbm,1=右边
yzbn,1=油表
yzbp,1=有别
yzbu,1=又不
yzbb,1=睚眦必报
yzcd,1=油菜
yzce,1=右侧
yzcg,1=油层
yzci,1=由此
yzco,1=有错
yzdc,1=诱导
yzdd,1=有待
yzdg,1=油灯
yzdh,1=游荡
yzdi,1=邮递
yzdj,1=原子弹
yzdm,1=有点
yzdp,1=越俎代庖
yzds,1=游动
yzdu,1=有毒
yzdw,1=又得
yzer,1=幼儿
yzeu,1=易子而食
yzfw,1=邮费
yzfa,1=诱发
yzff,1=忧愤
yzfj,1=忧烦
yzfx,1=一醉方休
yzgr,1=有关
yzge,1=有个
yzgd,1=又该
yzgs,1=有功
yzgf,1=远走高飞
yzgj,1=有感
yzgk,1=诱拐
yzgl,1=油光
yzgo,1=有过
yzgu,1=幽谷
yzgv,1=有则改之
yzgz,1=邮购
yzhc,1=友好
yzhd,1=有害
yzhe,1=有何
yzho,1=诱惑
yzhr,1=忧患
yzhu,1=油嘴滑舌
yzhv,1=优惠
yzhw,1=黝黑
yzhx,1=优化
yzhy,1=幽魂
yzhz,1=优厚
yzid,1=邮差
yzig,1=又称
yzih,1=有偿
yzio,1=邮戳
yzir,1=游船
yzis,1=幼虫
yziy,1=养尊处优
yziz,1=有仇
yzjb,1=有劲
yzjg,1=纡尊降贵
yzji,1=邮寄
yzjk,1=幽静
yzjm,1=邮件
yzjn,1=右脚
yzjp,1=游街
yzjq,1=悠久
yzju,1=邮局
yzjx,1=油价
yzke,1=游客
yzks,1=有空
yzku,1=油库
yzkv,1=有愧
yzlc,1=有劳
yzld,1=由来
yzli,1=有利
yzlj,1=游览
yzlk,1=幽灵
yzll,1=优良
yzlm,1=有脸
yzlp,1=优劣
yzls,1=游龙
yzlv,1=忧虑
yzly,1=游轮
yzmb,1=游民
yzmf,1=油门
yzmk,1=有名
yzmm,1=右面
yzmn,1=幼苗
yzmo,1=幽默
yzmu,1=游牧
yzmw,1=优美
yzng,1=原子能
yznc,1=右脑
yzni,1=油腻
yznj,1=有难
yznm,1=幼年
yznv,1=幼女
yzpg,1=意在沛公
yzpk,1=油瓶
yzpm,1=诱骗
yzpn,1=邮票
yzpd,1=右派
yzqd,1=一再强调
yzqi,1=尤其
yzqj,1=一字千金
yzqk,1=友情
yzqm,1=有钱
yzqr,1=有权
yzqu,1=有趣
yzrj,1=悠然
yzru,1=犹如
yzso,1=有所
yzse,1=有色
yzsu,1=英姿飒爽
yzsy,1=有损
yztd,1=犹太
yztb,1=远在天边
yztq,1=远在天边，近在眼前
yztx,1=远走他乡
yzti,1=幼体
yztk,1=游艇
yztm,1=油田
yztn,1=油条
yzts,1=幼童
yztv,1=右腿
yztz,1=由头
yzua,1=有啥
yzuf,1=有神
yzuh,1=忧伤
yzui,1=优势
yzuj,1=友善
yzuo,1=又说
yzuv,1=油水
yzuw,1=有谁
yzuz,1=右手
yzva,1=油炸
yzvg,1=邮政
yzvi,1=幼稚
yzvd,1=以子之矛，攻子之盾
yzvr,1=右转
yzvs,1=由衷
yzvu,1=有助
yzwh,1=有望
yzwj,1=游玩
yzww,1=尤为
yzxb,1=有心
yzxi,1=游戏
yzxk,1=游行
yzxl,1=邮箱
yzxx,1=游侠
yzxm,1=有限
yzxn,1=有效
yzxp,1=有些
yzxq,1=优秀
yzxu,1=有序
yzxs,1=右胸
yzya,1=优雅
yzyb,1=诱因
yzyc,1=又要
yzyh,1=悠扬
yzyi,1=友谊
yzyj,1=右眼
yzyr,1=有缘
yzys,1=有用
yzyt,1=优越
yzyu,1=由于
yzyw,1=有滋有味
yzyz,1=优哉游哉
yzzd,1=悠哉
yzze,1=有责
yzzz,1=游走
z,1=在
ziv,1=子
zort,1=坐
zor,1=作
zid,1=资
zip,1=自
zs,1=总
zg,1=增
zv,1=最
zu,1=组
zczo,1=遭
zcz,1=造
zo,1=做
zz,1=走
zef,1=责
ze,1=则
zd,1=再
zuf,1=族
zuk,1=足
zi,1=字
zgb,1=曾
zed,1=泽
zog,1=座
zc,1=早
zssx,1=综
zvs,1=罪
zdb,1=灾
zou,1=左
zf,1=怎
zup,1=祖
zaj,1=杂
zefl,1=择
zjn,1=赞
zuh,1=租
zsb,1=宗
zdu,1=载
zaf,1=扎
zyb,1=尊
zji,1=暂
zyz,1=遵
zidk,1=咨
zue,1=阻
zoo,1=昨
zss,1=纵
zgk,1=赠
zrj,1=钻
zrk,1=赚
zzft,1=揍
zzd,1=邹
zzf,1=奏
zidy,1=滋
zdum,1=栽
zsz,1=踪
zvk,1=嘴
zdr,1=仔
zho,1=脏
zh,1=藏
zidn,1=姿
zivx,1=紫
zakz,1=咱
zjk,1=咱
zib,1=兹
zhc,1=葬
zca,1=枣
zdbu,1=宰
zvy,1=醉
ziz,1=孜
zorg,1=佐
zck,1=噪
zch,1=灶
zidt,1=淄
zau,1=砸
zhk,1=赃
zimz,1=籽
zchm,1=燥
zow,1=琢
zcm,1=糟
zcy,1=凿
zczm,1=躁
za,1=咋
zcc,1=藻
zcb,1=皂
zsm,1=棕
zjf,1=攒
zcd,1=澡
zrv,1=纂
zw,1=贼
zim,1=梓
zduk,1=哉
zia,1=鲻
zha,1=臧
zhw,1=臧
zuw,1=卒
zvkq,1=咀
zin,1=姊
zek,1=啧
zekv,1=咋
zof,1=撮
zik,1=吱
zrf,1=攥
zwk,1=贼
zakj,1=匝
zgx,1=憎
zop,1=祚
zih,1=秭
zom,1=柞
zidx,1=恣
zokt,1=唑
zde,1=崽
zsmx,1=粽
zsa,1=鬃
zgj,1=锃
zci,1=蚤
zur,1=俎
zdv,1=甾
zak,1=咂
zhp,1=奘
zhv,1=奘
zya,1=鳟
zuy,1=诅
zjwo,1=昝
zibz,1=孳
zsr,1=偬
zjv,1=簪
zivk,1=訾
zidu,1=滓
zjm,1=糌
zij,1=锱
zsmr,1=枞
zjw,1=瓒
zym,1=樽
zei,1=仄
zgbw,1=甑
zjij,1=錾
zok,1=嘬
zevr,1=箦
zrs,1=缵
zii,1=辎
zit,1=趑
zivb,1=龇
zoy,1=酢
zio,1=眦
zekr,1=赜
zis,1=缁
zzy,1=诹
zox,1=怍
zikb,1=呲
zev,1=笮
zov,1=笮
zevv,1=舴
zgso,1=罾
zgsx,1=综
zivp,1=笫
zie,1=嵫
ziab,1=髭
zvc,1=蕞
zic,1=茈
zjt,1=趱
zhm,1=驵
zgs,1=缯
zzm,1=驺
zze,1=陬
zoe,1=阼
zeo,1=昃
zuc,1=菹
zafx,1=拶
zjfx,1=拶
zckq,1=唣
zez,1=迮
zej,1=帻
zfy,1=谮
zivy,1=觜
zvv,1=觜
zil,1=耔
zso,1=腙
zzee,1=鄹
zza,1=鲰
zrz,1=躜
zyf,1=撙
zoov,1=胙
ziky,1=嗞
zoev,1=岞
zsrx,1=倧
zao,1=臜
zcw,1=璪
zcvz,1=簉
zgbe,1=鄫
zhpy,1=牂
ziy,1=鄑
zijy,1=镃
zicv,1=鼒
zjne,1=酂
zofu,1=捽
zsbr,1=疭
zsaw,1=鬷
zuwq,1=珇
zueu,1=崒
zwa,1=鲗
zyk,1=噂
zye,1=嶟
zdut,1=在
zorv,1=作
zipo,1=自
ziva,1=子
zvo,1=最
zus,1=组
zczk,1=造
zorw,1=做
zefr,1=责
zekd,1=则
zda,1=再
zukr,1=足
zgbo,1=曾
zedl,1=泽
zogt,1=座
zco,1=早
zvsf,1=罪
zdbh,1=灾
zfv,1=怎
zupq,1=祖
zir,1=仔
zjnr,1=赞
zuhq,1=租
zafv,1=扎
zybc,1=尊
zjio,1=暂
zyzc,1=遵
zueq,1=阻
zgko,1=赠
zszx,1=踪
zvky,1=嘴
zdrz,1=仔
zhot,1=脏
zhci,1=藏
zirz,1=仔
ziby,1=兹
zhcc,1=葬
zcad,1=枣
zvyu,1=醉
zizw,1=孜
zckm,1=噪
zcht,1=灶
zauj,1=砸
zhkt,1=赃
zown,1=琢
zcmo,1=糟
zakv,1=咋
zccm,1=藻
zcbq,1=皂
zjfr,1=攒
zrvx,1=纂
ziat,1=鲻
zhwi,1=臧
zhad,1=臧
zinp,1=姊
zofy,1=撮
zrfx,1=攥
zgxo,1=憎
zopv,1=祚
zihp,1=秭
zomv,1=柞
zdex,1=崽
zsax,1=鬃
zgjw,1=锃
zcii,1=蚤
zurq,1=俎
zdvt,1=甾
zhvd,1=奘
zhpd,1=奘
zyac,1=鳟
zuyq,1=诅
zjvo,1=簪
zjmo,1=糌
zjwr,1=瓒
zymc,1=樽
zeir,1=仄
zoky,1=嘬
zrsr,1=缵
ziit,1=辎
zitr,1=趑
zoyv,1=酢
ziob,1=眦
zist,1=缁
zoxv,1=怍
zovv,1=笮
ziey,1=嵫
zvcy,1=蕞
zicb,1=茈
zjtr,1=趱
zhmq,1=驵
zzme,1=驺
zzey,1=陬
zeor,1=昃
zucq,1=菹
zezv,1=迮
zejr,1=帻
zfyo,1=谮
zvvy,1=觜
zilz,1=耔
zsox,1=腙
zzay,1=鲰
zrzr,1=躜
zaor,1=臜
zcwm,1=璪
zwad,1=鲗
zykc,1=噂
zyec,1=嶟
zvoy,1=最
zusq,1=组
zdar,1=再
zcou,1=早
zfvx,1=怎
zwku,1=贼
zx,1=在线
zj,1=自己
zp,1=作品
zr,1=自然
zm,1=怎么
zy,1=怎样
zt,1=昨天
zl,1=走了
zq,1=暂且
zn,1=怎能
zb,1=咋不
zk,1=最快
zabj,1=咋办
zacc,1=杂草
zadi,1=咋地
zafw,1=杂费
zagc,1=咋搞
zagj,1=杂感
zaho,1=杂货
zahe,1=杂合
zahk,1=砸坏
zahv,1=杂烩
zaji,1=杂技
zajn,1=杂交
zajx,1=杂家
zaju,1=杂居
zale,1=咋了
zala,1=咋啦
zalj,1=砸烂
zall,1=杂粮
zalr,1=杂乱
zamc,1=杂毛
zanm,1=杂念
zapd,1=杂牌
zapo,1=砸破
zapj,1=砸盘
zasv,1=杂碎
zase,1=杂色
zasi,1=砸死
zatj,1=杂谈
zaue,1=咂舌
zaui,1=杂事
zauv,1=杂税
zaux,1=杂耍
zavi,1=杂志
zavs,1=杂种
zawf,1=杂文
zawu,1=杂物
zaxl,1=杂项
zayb,1=杂音
zayh,1=咋样
zayi,1=杂役
zazv,1=咂嘴
zbdc,1=做不到
zbdv,1=资不抵债
zbiu,1=做不出
zbih,1=足不出户
zbin,1=坐北朝南
zbjx,1=资本家
zbjk,1=赞不绝口
zbjm,1=自报家门
zbln,1=做不了
zbll,1=自不量力
zblj,1=脏不拉叽
zbng,1=总不能
zbrj,1=再不然
zbrv,1=罪不容诛
zbtg,1=凿壁偷光
zbug,1=作壁上观
zbvu,1=坐不住
zbvl,1=坐不住了
zbvy,1=资本主义
zbya,1=赞比亚
zbyb,1=左膀右臂
zbz,1=在不在
zbzq,1=自暴自弃
zcan,1=早安
zcbc,1=早报
zcbj,1=早班
zccc,1=早操
zcce,1=造册
zcci,1=造词
zccj,1=早餐
zcdc,1=遭到
zcdm,1=早点
zcds,1=躁动
zcfg,1=遭逢
zcfh,1=造访
zcfj,1=早饭
zcfu,1=造福
zcgc,1=糟糕
zchs,1=枣红
zchx,1=造化
zchy,1=早婚
zcia,1=早茶
zcif,1=早晨
zcig,1=造成
zcih,1=早场
zcij,1=早产
zcir,1=造船
zciu,1=造出
zciy,1=早春
zcji,1=遭际
zcjm,1=糟践
zcjp,1=遭劫
zcjq,1=早就
zcju,1=造句
zcjx,1=造价
zckh,1=糟糠
zcle,1=早了
zclm,1=早恋
zcnm,1=早年
zcnj,1=遭难
zcnp,1=造孽
zcpj,1=早盘
zcpf,1=澡盆
zcpo,1=糟粕
zcqi,1=早期
zcqm,1=早前
zcqq,1=早秋
zcri,1=早日
zcre,1=燥热
zcsi,1=早死
zcta,1=糟蹋
zctd,1=灶台
zcth,1=澡堂
zctv,1=早退
zcuh,1=早上
zcug,1=噪声
zcui,1=早市
zcuk,1=早衰
zcuu,1=早熟
zcuv,1=早睡
zcuz,1=遭受
zcvi,1=早知
zcvq,1=在此之前
zcwj,1=早晚
zcwu,1=造物
zcxk,1=造型
zcxh,1=自惭形秽
zcxm,1=早先
zcxp,1=早些
zcxt,1=造血
zcyb,1=噪音
zcyc,1=造谣
zcyh,1=遭殃
zcyi,1=早已
zcyk,1=造影
zcyj,1=在此一举
zcyu,1=遭遇
zcyz,1=早有
zczc,1=早早
zczd,1=早在
zczi,1=枣子
zczv,1=遭罪
zddo,1=再多
zddc,1=栽倒
zdan,1=在案
zdbj,1=再版
zdba,1=躁动不安
zdbm,1=在编
zdbx,1=最毒不过妇人心
zdci,1=再次
zdce,1=在册
zdda,1=再大
zddg,1=再等
zddu,1=再度
zddh,1=自动挡
zdej,1=罪大恶极
zdff,1=最低分
zdfz,1=坐地分赃
zdfx,1=最毒妇人心
zdge,1=宰割
zdgh,1=在岗
zdh,1=自动化
zdhc,1=再好
zdhd,1=灾害
zdhh,1=在行
zdhl,1=灾荒
zdho,1=灾祸
zdhr,1=灾患
zdhu,1=在乎
zdhv,1=再会
zdhx,1=栽花
zdhy,1=再婚
zdhz,1=灾后
zdih,1=在场
zdia,1=再差
zdil,1=再创
zdid,1=最大程度
zdjm,1=再见
zdji,1=在即
zdjx,1=在家
zdkk,1=再快
zdke,1=载客
zdle,1=做到了
zdld,1=再来
zdli,1=在理
zdlu,1=总的来说
zdlk,1=总的来看
zdlj,1=总的来讲
zdma,1=在吗
zdmb,1=灾民
zdmh,1=再忙
zdnj,1=灾难
zdna,1=在哪
zdnm,1=灾年
zdnw,1=在内
zdpw,1=栽培
zdph,1=在旁
zdpm,1=左道旁门
zdqu,1=灾区
zdqk,1=灾情
zdql,1=自得其乐
zdqj,1=坐地起价
zdrf,1=在任
zdrh,1=再让
zdru,1=载入
zdsj,1=再三
zdtc,1=在逃
zdti,1=载体
zdtp,1=自动调频
zdua,1=宰杀
zdug,1=再生
zduh,1=在上
zdui,1=在世
zduo,1=再说
zdup,1=自动上屏
zdve,1=再者
zdvi,1=在职
zdvs,1=载重
zdwd,1=在外
zdwh,1=在望
zdwo,1=在握
zdwu,1=再无
zdww,1=在位
zdwt,1=最大问题
zdxm,2=再现
zdxk,1=再行
zdxl,1=宰相
zdxn,1=在校
zdxt,1=在学
zdxx,1=在下
zdxd,1=最大限度
zdy,1=自定义
zdya,1=在押
zdye,1=再也
zdyi,1=在意
zdys,1=再用
zdyu,1=在于
zdyh,1=再等一会
zdyz,1=再有
zdzc,1=再造
zdze,1=再则
zdzh,1=栽赃
zdzi,1=崽子
zdzo,1=在座
zdzy,1=自导自演
zeji,1=择机
zebw,1=责备
zebl,1=杂而不乱
zeda,1=责打
zedd,1=作恶多端
zefa,1=责罚
zege,1=昨儿个
zegk,1=责怪
zeig,1=责成
zelk,1=责令
zeld,1=坐而论道
zema,1=责骂
zenj,1=责难
zeou,1=择偶
zeqi,1=择期
zerf,1=责任
zeri,1=择日
zett,1=罪恶滔天
zeui,1=则是
zeue,1=咋舌
zeug,1=仄声
zewf,1=责问
zewu,1=则无
zeyz,1=择优
zeyc,1=则要
zeye,1=择业
zeyv,1=总而言之
zeze,1=啧啧
zfgj,1=怎敢
zfhv,1=怎会
zfji,1=字符集
zfke,1=怎可
zfkf,1=怎肯
zfme,1=怎么
zfng,1=怎能
zfnd,1=怎奈
zfvi,1=怎知
zfwg,1=自废武功
zfyf,1=造福一方
zfyh,1=怎样
zfyl,1=子非鱼，安知鱼之乐
zfzb,1=作法自毙
zgbd,1=增白
zger,1=自个儿
zgbk,1=增兵
zgbt,1=怎敢不低头
zgbu,1=增补
zgbx,1=自顾不暇
zgch,1=增仓
zgda,1=增大
zgdl,1=自甘堕落
zgdo,1=增多
zgff,1=最高分
zgfa,1=增发
zgfu,1=增幅
zgfw,1=增肥
zgfy,1=自告奋勇
zggc,1=增高
zggl,1=增光
zghf,1=憎恨
zgih,1=走过场
zgii,1=增持
zgij,1=增产
zgjb,1=增进
zgjm,1=增减
zgjx,1=增加
zgjn,1=再过几年
zgjt,1=再过几天
zgle,1=足够了
zgli,1=赠礼
zgll,1=增量
zgln,1=再过两年
zgmt,1=砸锅卖铁
zgpb,1=赠品
zgpd,1=增派
zgpn,1=赠票
zgql,1=增强
zgqr,1=赠券
zgse,1=增色
zgss,1=赠送
zgsu,1=增速
zgsy,1=曾孙
zgtz,1=栽跟头
zgtm,1=增添
zguz,1=增收
zgue,1=增设
zgug,1=增生
zguj,1=增删
zgvh,1=增长
zgvi,1=增值
zgvu,1=资格证书
zgwu,1=憎恶
zgws,1=罪该万死
zgxn,1=增效
zgxr,1=增选
zgyr,1=增援
zgyj,1=赠言
zgyl,1=自古以来
zgyp,1=左顾右盼
zgyt,1=赠阅
zgyu,1=赠予
zgz,1=自顾自
zgzi,1=增资
zgzd,1=自高自大
zgzu,1=曾祖
zgzw,1=载歌载舞
zhbc,1=藏胞
zhbh,1=纵横捭阖
zhao,1=藏獒
zhbg,1=再好不过
zhbl,1=坐怀不乱
zhd,1=最好的
zhde,1=最坏的
zhds,1=作何打算
zhfy,1=作何反应
zhgr,1=赃官
zhgu,1=纵虎归山
zhgt,1=最后关头
zhgx,1=作何感想
zhho,1=脏活
zhhx,1=脏话
zhii,1=纵横驰骋
zhjm,1=组合键
zhjc,1=纵横交错
zhju,1=作何解释
zhjd,1=作何决定
zhkr,1=赃款
zhle,1=脏了
zhli,1=葬礼
zhlr,1=脏乱
zhmb,1=藏民
zhmf,1=走后门
zhnr,1=造化弄人
zhpj,1=作何评价
zhqi,1=自毁前程
zhrm,1=走火入魔
zhss,1=葬送
zhsh,1=纵横四海
zhtd,1=最后通牒
zhuf,1=葬身
zhuv,1=脏水
zhuk,1=最后时刻
zhvz,1=贼喊捉贼
zhvb,1=作何准备
zhwf,1=藏文
zhwu,1=赃物
zhxz,1=作何选择
zhyu,1=藏语
zhyc,1=最后一次
zhyt,1=最后一天
zhyg,1=最后一个
zhym,1=最后一秒
zhyv,1=最后一分钟
zhyk,1=最后一刻
zhzu,1=藏族
zhzi,1=脏字
ziai,1=自爱
ziao,1=自傲
zibc,1=自保
zibd,1=自白
zibf,1=资本
zibi,1=自闭
zibj,1=自办
zibm,1=自编
zibo,1=淄博
zibu,1=滋补
zibw,1=自卑
zicd,1=紫菜
zici,1=字词
zicj,1=自残
zics,1=自从
zicy,1=自忖
zida,1=自大
zidd,1=自带
zide,1=自得
zidi,1=子弟
zidj,1=子弹
zidm,1=字典
zidr,1=字段
zids,1=自动
zifa,1=自发
ziff,1=自焚
zifg,1=自封
zifh,1=资方
zifu,1=自负
zifw,1=资费
zify,1=子承父业
zige,1=资格
zigf,1=字根
zigl,1=紫光
zigs,1=子宫
zigu,1=自古
zihc,1=自豪
zihs,1=紫红
zihv,1=自会
zihw,1=自黑
zihx,1=字画
ziia,1=自查
ziic,1=自嘲
ziig,1=自称
ziii,1=自持
ziij,1=资产
ziil,1=自创
ziiv,1=自吹
ziiz,1=自筹
zijb,1=资金
ziji,1=自己
zijj,1=资产阶级
zijm,1=自建
zijp,1=字节
zijq,1=自救
zijt,1=自觉
ziju,1=字据
zijx,1=自家
zikc,1=自考
ziks,1=自控
ziku,1=字库
zikx,1=自夸
zile,1=紫了
zili,1=自理
zilm,1=自恋
ziln,1=资料
zilv,1=自律
zimb,1=子民
zimf,1=祖传秘方
zimj,1=自满
zimm,1=字面
zimo,1=自摸
zimu,1=字母
zimw,1=姊妹
zint,1=自虐
zinv,1=子女
zipb,1=字频
zipd,1=自拍
zipk,1=自评
zipf,1=祖传配方
ziq,1=走出去
ziql,1=自强
ziqm,1=自谦
ziqq,1=自求
ziqu,1=自取
zirc,1=滋扰
zirf,1=自认
zirj,1=自然
ziro,1=自若
ziru,1=自如
ziry,1=滋润
zirs,1=姿容
zise,1=紫色
zisi,1=自私
zisy,1=子孙
zitd,1=姿态
ziti,1=字体
zitn,1=字条
zitp,1=字帖
zits,1=紫铜
zitz,1=字头
ziua,1=自杀
ziuf,1=自身
ziug,1=滋生
ziui,1=姿势
ziuk,1=坐吃山空
ziuu,1=字数
ziuz,1=自首
zivc,1=自找
zivh,1=滋长
zivi,1=资质
zivr,1=自传
zivs,1=自重
zivu,1=自主
ziww,1=滋味
ziwf,1=自问
ziwg,1=早出晚归
ziwo,1=自我
zixb,1=自信
zixi,1=仔细
zixk,1=自行
zixn,1=自小
zixq,1=自修
zixr,1=自选
zixt,1=自学
zixu,1=自诩
zixx,1=紫霞
zixy,1=咨询
zixg,1=再创新高
ziyb,1=滋阴
ziye,1=子夜
ziyh,1=滋养
ziyi,1=恣意
ziyj,1=字眼
ziyk,1=自营
ziym,1=子丑寅卯
ziyr,1=资源
ziys,1=自用
ziyt,1=子曰
ziyu,1=自愈
ziyz,1=自由
zizc,1=自造
zizd,1=自在
zize,1=自责
zizl,1=自吹自擂
zizy,1=自尊
zjan,1=暂按
zjbu,1=暂不
zjbp,1=暂别
zjcy,1=暂存
zjde,1=总觉得
zjdd,1=暂代
zjdk,1=暂定
zjdu,1=自己动手
zjfk,1=作奸犯科
zjfm,1=自掘坟墓
zjge,1=赞歌
zjgc,1=暂告
zjgt,1=坐井观天
zjhr,1=暂缓
zjig,1=赞成
zjix,1=走街串巷
zjjq,1=咱就
zjjp,1=暂借
zjju,1=暂居
zjkz,1=暂扣
zjl,1=总经理
zjli,1=暂离
zjlp,1=暂列
zjlx,1=咱俩
zjmf,1=咱们
zjmm,1=暂免
zjmw,1=赞美
zjnt,1=在劫难逃
zjqt,1=暂缺
zjqm,1=攒钱
zjqp,1=暂且
zjrq,1=自即日起
zjss,1=赞颂
zjtj,1=赞叹
zjtk,1=暂停
zjts,1=赞同
zjui,1=暂时
zjuf,1=遵纪守法
zjuh,1=赞赏
zjvu,1=赞助
zjwu,1=暂无
zjww,1=暂未
zjx,1=总结性
zjxk,1=暂行
zjxu,1=赞许
zjyh,1=赞扬
zjyd,1=罪加一等
zjys,1=暂用
zjyu,1=赞誉
zjyz,1=自驾游
zjzz,1=自给自足
zjzf,1=作茧自缚
zjzl,1=再接再厉
zjzy,1=自觉自愿
